product name,Price_discount,Price_original,Details
"Vega Blooming Air Hair Dryer (Pink & White, 1000W, VHDH-05)",₹ 495,₹ 550,200 ml
Bajaj Waterproof Immersion Rod (1.5KW),₹ 285,₹ 299,100 ml
Bajaj KTX 1.2 L DLX Electric Kettle (1500 W),₹ 132,₹ 375,400 ml
"Morphy Richards 9 Fin Oil Filled Room Heater (2000 W, Grey)",₹ 293,₹ 330,275 ml
Orient Electric Fabristyle Dry Iron 1100 W (White & Purple),₹ 165,₹ 330,400 ml
"Philips Skin Protect Beard Trimmer (Blue, 4.5 W)",₹ 233,₹ 459,350 ml + 50 ml
Pigeon Zoom Electric Chopper,₹ 404,₹ 475,400 ml
Bombay Shaving Company Power Play Trimmer (Assorted),₹ 414,₹ 445,100 ml
Lifelong Wireless Electric Vegetable Slicer & Grater,₹ 251,₹ 275,200 ml
"Lifelong Mini Head & Body Massager (Beige and Brown, 4.5W)",₹ 413,₹ 550,400 ml
DesiDiya Kitchen Digital Weighing Scale (White),₹ 135,₹ 149,75 ml
"Lifelong Non Stick Sandwich Maker (750 W, Black)",₹ 298,₹ 898,2 x 400 ml
Lifelong Mystical Weight Machine (Multicolor),₹ 532,₹ 759,600 ml
Pigeon Aura Double Walled Electric Kettle (1500 W),₹ 134,₹ 200,180 ml
Havells Rechargeable Zoom Wheel Beard & Moustache Trimmer,₹ 622,₹ 660,2 x 200 ml
"Philips Hair Dryer (1200W, HP8120)",₹ 345,,2 x 50 g
Lifelong Power Pro 500 W Mixer Grinder (Black),₹ 203,₹ 225,100 ml
Wonderchef Nutri-Cup Portable 40 W Hand Blender (Blue),₹ 821,"₹ 1,518",2 x 600 ml
Lifelong LLIMR02 Infinia Plus Immersion Rod (1500W),₹ 352,₹ 898,2 x 400 ml
"Prestige Grill Sandwich Toaster with Fixed Grill Plates (800 W, Black)",₹ 428,₹ 475,240 ml
Philips Trimmer (BT1233/18),₹ 220,,
Wonderchef Nutri-Cup Portable 40 W Hand Blender (Pink),₹ 212,₹ 249,50 ml
Havells Tempter Dry Iron Tempter 1000W,₹ 280,₹ 349,40 ml
Havells Flare Steam Iron with Teflon Coated Sole Plate 1250 W (Purple),₹ 280,₹ 349,200 g
"Vega Adore Hair Straightener (35 W, VHSH-18)",₹ 180,₹ 199,100 g
Bombay Shaving Company Power Styler OG Beard Trimmer,₹ 420,₹ 560,100 ml
"Agaro Professional Volumizer Hair Dryer (Black, 1200 W)",₹ 380,₹ 499,100 g
Kent Super Egg Boiler (400W),₹ 800,,200 g
Wonderchef Nutri-Blend 400 W Blender Grinder Mixer (Black),₹ 500,,250 ml
beatXP Smart Bluetooth BMI Weight Machine (Black),₹ 500,,250 ml
"Pigeon Stovekraft 2 Slice Auto Pop-up Toaster (750W, Black)",₹ 99,,80 ml
"Lifelong Flash Instant Water Heater (3 l, 3000W)",₹ 99,,80 ml
Pigeon Brio Induction Cooktop,₹ 99,,80 ml
Vega SmartOne Series - S1 Trimmer,₹ 50,,80 ml
Lifelong Regalia Power Nutri 450 W Mixer Grinder (Black),₹ 80,,65 ml
"Vega P1 Battery Powered Trimmer (160 mins Runtime, VHTH-25)",₹ 117,₹ 130,
Goldmedal Aqua Ding Dong Door Bell (White),₹ 50,,90 ml
Lifelong Flexible Hand Jet (Silver),₹ 117,₹ 130,
Bombae 6-in-1 Sensitive Areas Trimmer,₹ 99,₹ 135,
Agaro Atom Electric Handheld Full Body Massager (Black),₹ 90,,
Lifelong ABS Health Faucet With SS-304 Grade Hand Jet,₹ 90,,
"Philips Multi Grooming Kit (Black, MG3710/65)",₹ 64,₹ 65,
Lifelong Handheld Full Body Electric Massager (Brown),₹ 80,,65 ml
"Vega Pro-Xpert Hair Dryer (Black, 2200W, VHDP-03)",₹ 64,₹ 65,
Philips Easy Speed Steam Iron 1440 W (Blue),₹ 96,₹ 120,70 ml
Lifelong Rechargeable Nose & Ear Trimmer,₹ 140,,110 ml
"Philips Cordless Trimmer (Black, BT3302/15)",₹ 140,,100 ml
Kent Smart Chef Egg Boiler (360 W),₹ 140,,100 ml
"Philips Viva Collection Induction Cooktop (2100 W, Black) (Black)",₹ 80,,65 ml
Agaro Primo Digital Tyre Inflator (120 W),₹ 160,,100 ml
"Vega 3 in 1 Keratin Hair Styler (Rose Gold, VHSCC-03)",₹ 140,,90 ml
"Havells Brush Hair Straightener (50 W, HS4201)",₹ 96,₹ 120,70 ml
"Philips 50 Watts Hair Straightener (With Keratin-Infused Bristles, Black)",₹ 140,,100 ml
Bajaj New Shakti Neo 15L Storage Water Heater (2000 W),₹ 140,,100 ml
"Philips Beard Trimmer (Green, BT1230/15)",₹ 149,₹ 175,
Lifelong LLHF25 2.5 l Air Fryer (White),₹ 140,,110 ml
"Havells HS4104 Hair Straightener with Ceramic Coating (Pink, 37 W - 44 W)",₹ 96,₹ 120,70 ml
"Agaro Portable Car Vacuum Cleaner (Black, 110 W)",₹ 96,₹ 120,70 ml
Xiaomi Grooming Kit,₹ 90,,
Pigeon Healthifry Digital Air Fryer (Green),₹ 190,₹ 240,80 ml + 80 ml
Amazon Lite Fire TV Stick with Alexa Voice Remote Lite,₹ 190,₹ 240,
Amazon Fire 3rd Generation TV Stick with Alexa Voice Remote,₹ 140,,110 ml
Pigeon Glory 550 W Mixer Grinder with 3 Stainless Steel Jars,₹ 90,₹ 99,1 piece (55 ml)
Borosil Smartmix 300 W Hand Mixer - BB11 (Black),₹ 107,₹ 125,1 piece (45 ml)
Lifelong Regalia 150 W Hand Mixer (Black),₹ 90,₹ 99,1 piece (55 ml)
Lifelong Rechargeable Body Trimmer,₹ 140,,100 ml
"Havells HC4025 Hair Dryer and Hair Straightener Combo (Purple, 1200 W)",₹ 140,,100 ml
Philips Hair Straightener HP8302/06 (Black),₹ 125,,70 ml
Lifelong Cordless Beard Trimmer,"₹ 1,899","₹ 5,950",
"Pigeon Stovekraft Joy Electric Rice Cooker Stainless Steel, 1 l (White)",₹ 999,"₹ 1,295",
Philips Smart Buzz Ding Dong Door Bell (Blue),₹ 899,"₹ 2,000",
Bajaj Pluto 500 W Mixer Grinder with 3 Jar (White),₹ 599,"₹ 1,245",
Agaro Soft And Durable Callus Remover,"₹ 1,599","₹ 2,000",
Philips Steam Iron With Linished Soleplate 1200 W (Blue),₹ 399,"₹ 1,090",
"Vega Miss Versatile 3 in 1 Hair Styling Kit Combo - Dryer + Straightener + Curler - (Black & Gold, 1000 W)",₹ 699,₹ 999,
"Winston Rechargeable 3 in 1 Eyebrow, Body & Bikini Trimmer (Pink)",₹ 599,"₹ 1,020",
Philips Handheld Garment Steamer 900 W (White & Black),₹ 749,"₹ 1,950",
"Philips Thermoprotect Hair Dryer (White, 1600W, BHD308)","₹ 6,999","₹ 13,999",
"Wonderchef Griller Toaster Oven (650W, Red)",₹ 499,"₹ 1,140",
"Morphy Richards Stylist Care Hair Dryer (2200 W, HD222DC)",₹ 849,₹ 995,
Winston Rechargeable 2 In 1 Face & Eyebrow Trimmer for Women (Green),₹ 599,"₹ 1,295",
Morphy Richards Kingsman Pro 12-in-1 Body Groomer (BG3509),₹ 599,₹ 899,
Bajaj Popular Dry Iron 1000 W,₹ 499,"₹ 1,500",
Philips ‎HL7756/00 750 W Mixer Grinder (Black),₹ 399,"₹ 1,350",
Lifelong Dry Iron LLDI18 1000W (Black),₹ 249,₹ 499,
"Havells Beard Trimmer (Grey, BT5100C)",₹ 899,"₹ 1,300",
Bajaj Majesty DX 7 Dry Iron 1000 W (White),₹ 599,"₹ 3,000",
Agaro Signify Handheld Garment Steamer 1500 W (Blue),₹ 999,"₹ 1,795",
Philips Miss Fresher's Hair Styling Kit (1000 W),₹ 799,"₹ 2,395",
Winston Rechargeable Callus Remover for Feet with 2 Heads (White),"₹ 1,299","₹ 1,595",
"Philips Touch-up Trimmer (Eyebrows, Facial & Body)","₹ 1,399","₹ 3,500",
Havells Adjustable Beard & Moustache Trimmer (BT9005),"₹ 1,299","₹ 2,500",
"Xiaomi 4 lite Air Purifier (‎33 W, AC-M17-SC)",₹ 499,"₹ 1,500",
Lifelong Regalia Stainless Steel Egg Boiler (360W),"₹ 1,199","₹ 1,795",
Prestige PMC 1.0 PLUS Multi Cooker 1L,₹ 849,₹ 945,
"Agaro Ace Wet and Dry Vacuum Cleaner (Black, 1600W)","₹ 1,299","₹ 2,500",
Goldmedal Polygon Door Bell (White),₹ 599,"₹ 1,075",
Prestige PRWO 1.8-2 Electric Rice Cooker (White),₹ 999,"₹ 2,245",
"Morphy Richards Estella Hair Straightener (38 W, HS1000)",₹ 799,"₹ 1,199",
"Bajaj ‎Pygmy USB Rechargeable Mini Fan (‎Cerulean Blue, 10 W)",₹ 799,"₹ 1,199",
Philips Dry Iron 1000 W (White),"₹ 1,879","₹ 3,999",
"Havells Men's Grooming Kit (Grey, GS6532)","₹ 1,099","₹ 1,800",
Agaro Supreme High Pressure Washer (1800W),"₹ 2,499","₹ 5,300",
Philips Induction Cooktop with Feather Touch Control (Black),₹ 899,"₹ 2,999",
Black + Decker Steam Iron 2200W (Red & Grey),₹ 999,"₹ 1,895",
"Morphy Richards Keraflow Hair Straightener (42 W, HS3500)","₹ 2,099","₹ 5,550",
Dyson Cool Gen1 Air Purifier (50 W),"₹ 2,299","₹ 5,795",
Atomberg Ikano 1200 mm BLDC Ceiling Fan (Glossy Black),₹ 979,"₹ 1,799",
Spartan Hunter Rechargeable Mosquito Resistant Electric Bat (Multicolour),"₹ 1,799","₹ 4,000",
Orient Electric Quartz Room Heater (800 W),₹ 699,₹ 999,
"Maharaja Whiteline Quato Room Heater (800W, Grey)",₹ 199,₹ 257,
"Bajaj Blow Hot Fan Room Heater (2000 W, 267240)",₹ 599,"₹ 1,200",
Prestige Electric Kettle (1500 W),₹ 999,"₹ 2,250",
Agaro Premium Electric Hot Water Bag (Purple),₹ 999,"₹ 1,995",
Agaro Rechargeable Lint Remover (5 W),₹ 599,"₹ 1,400",
"Havells Hair Dryer (Turquoise Blue, White, 1200 W, HD3151)","₹ 1,799","₹ 1,995",
Pigeon Favourite Induction Cooktop (1800 W) (Black),₹ 899,"₹ 3,550",
"Agaro HD1214 Hair Dryer with Overheat Protection (Black, 1400 W)","₹ 1,999","₹ 3,100",
Lifelong Electric Kettle - 1.5 l (1500W),"₹ 1,849","₹ 2,295",
Airwick Air Freshener Kit (Machine + Summer Delights Refill),₹ 599,"₹ 1,000",
Godrej Aer Power Pocket Air Freshener (Assorted),"₹ 1,449","₹ 1,599",
Odonil Bathroom Air Freshener Blocks - Mixed Fragrances (4 x 48 g) - Pack of 4,₹ 899,"₹ 1,800",
Odonil Gel Pocket Mix Air Freshener,"₹ 3,499","₹ 5,995",
Godrej Aer Power Pocket Bathroom Fragrance (Lavender Bloom),"₹ 1,899","₹ 4,499",
Odonil Gel Pocket Wild Forest Air Freshener,"₹ 1,349","₹ 2,199",
Odonil Lavender Mist Room Freshener - Pack of 2,"₹ 2,199","₹ 3,695",
Godrej Aer Matic Air Freshener - Cool Surf Blue,"₹ 3,399","₹ 3,995",
Godrej Aer Power Pocket - Sea Breeze Room Freshener,"₹ 5,999","₹ 13,150",
Airwick Air Freshener (Lavender & Lotus),₹ 899,₹ 945,
Godrej Aer Power Pocket Air Freshener - Pack of 5,"₹ 2,199","₹ 7,999",
Godrej Aer Matic Air Freshener - Violet Valley Bloom,₹ 999,"₹ 1,695",
Odonil Gel Pocket Floral Valley Air Freshener,"₹ 1,399","₹ 2,699",
Odonil Zipper Room Freshener,"₹ 2,499","₹ 4,999",
Godrej Aer Cool Surf Blue Room Freshener + Godrej Aer Morning Misty Meadows Air Freshener Combo,"₹ 3,299","₹ 5,995",
Godrej Aer Power Pocket Berry Rush Air Freshener,"₹ 2,599","₹ 3,999",
Godrej Aer O - Hanging Car Freshener (Cool Aqua),"₹ 2,999","₹ 4,999",
Godrej Aer Musk After Smoke Room Freshener,"₹ 1,899","₹ 3,325",
CamPure 100% Organic Cone Camphor / Kapur,"₹ 1,399","₹ 2,790",
Godrej Aer O – Hanging Car Freshener (Rose Blossom),₹ 999,"₹ 3,000",
Airwick Freshmatic Automatic Air Freshener Refill (Lavender & Lotus),₹ 999,"₹ 1,500",
Godrej Aer Power Pocket Floral Delight Air Freshener,"₹ 1,799","₹ 2,895",
Godrej Aer Matic Air Freshener - Violet Valley Bloom (Machine + Refill),"₹ 1,299","₹ 1,495",
Airwick Freshmatic Automatic Room Freshener (Rose and Saffron),₹ 649,"₹ 1,500",
Godrej Aer Morning Misty Meadows Air Freshener + Godrej Aer Fresh Lush Green Room Freshener Combo,"₹ 1,399","₹ 2,245",
Odonil Jasmine Fresh Room Freshener - Pack of 2,₹ 199,₹ 286,
Godrej Aer Power Pocket Room Freshener (Fresh Blossom),"₹ 2,299","₹ 4,125",
Godrej Aer O – Hanging Car Freshener (Musk After Smoke),"₹ 1,099","₹ 1,699",
Ambi Pur Mood Therapy Collection Room Freshener (Lavender),"₹ 1,399","₹ 1,695",
Ambi Pur Relaxing Lavender Car Freshener,"₹ 1,999","₹ 3,199",1 set (3 pieces)
Feel Fresh Air Freshener - Pack of 4,"₹ 1,499","₹ 2,490",
Odonil Bathroom Air Freshener Blocks - Mixed Fragrances (4 x 72 g) - Pack of 4,"₹ 2,999","₹ 3,795",
Godrej Aer Morning Misty Meadows Air Freshener - Pack of 2,"₹ 1,999","₹ 2,195",
CamPure Lavender Cone Camphor / Kapur,"₹ 1,999","₹ 4,500",
Ambi Pur Refreshing Lemon Car Freshener,"₹ 1,799","₹ 2,995",
Airwick Freshmatic Air Freshener Refill (Summer Delights),"₹ 1,299","₹ 2,990",
Airwick Freshmatic Autospray Air Freshener Kit (Lavender & Lotus),"₹ 1,599","₹ 2,995",
Ambi Pur Mood Therapy Collection Room Freshener (Rose),₹ 569,"₹ 1,010",
Godrej Aer Cool Surf Blue Room Freshener + Godrej Aer Fresh Lush Green Room Freshener Combo,"₹ 3,999","₹ 5,295",
Airwick Freshmatic Room Freshener Refill (Lemon & Orange Blossom),₹ 499,₹ 899,
Odonil Neem Block Air Freshener (Mixed Fragrances) - Pack of 4,₹ 799,"₹ 1,595",
Glade Touch & Fresh Wild Lavender Air Freshener,₹ 849,"₹ 1,620",
Glade Touch & Fresh Lemon Air Freshener,"₹ 1,999","₹ 4,299",
Godrej Aer Twist Gel Cool Car Freshener (Surf Blue),"₹ 2,199","₹ 2,495",1 pack
"Airwick Relaxing Lavendar Air Freshener (1 Diffuser, 1 Refill, 3 Batteries)","₹ 1,199","₹ 2,090",
Godrej Aer Cool Surf Blue Room Freshener - Pack of 2,"₹ 1,699","₹ 1,995",
Glade Touch And Fresh Air Freshener (Floral Perfection),"₹ 1,099","₹ 2,395",
Godrej Aer Fresh Lush Green Room Freshener,"₹ 10,999","₹ 14,999",
Godrej Aer Matic Air Freshener - Cool Surf Blue (Machine + Refill),₹ 999,"₹ 3,500",
Ambi Pur Lavender Car Freshener,"₹ 1,499","₹ 1,995",
Glade Gel Lemon Air Freshener,"₹ 5,999","₹ 9,999",
Airwick Freshmatic Room Freshener Refill (Lemon & Orange Blossom) + Airwick Freshmatic Automatic Air Freshener Refill (Lavender & Lotus) Combo,₹ 299,₹ 443,
Ambi Pur Romantic Rose Car Freshener,"₹ 2,399","₹ 3,945",
Glade Gel Floral Fresh Air Freshener,₹ 899,"₹ 1,195",
Airwick Airwick Freshmatic Automatic Room Freshener (Rose and Saffron) + Airwick Freshmatic Air Freshener Refill (Summer Delights) Combo,₹ 999,"₹ 1,785",
IRIS Air Freshener Fragrance Sachets (Assorted),"₹ 1,099","₹ 1,245",
Ambi Pur Car Freshener (Sweet Citrus),"₹ 1,799","₹ 3,595",1 pack
Godrej Aer Smart Matic Automatic Air Freshener Kit - Alive (Bluetooth Enabled),"₹ 4,499","₹ 8,990",
IRIS Air Freshener Fragrance Sachets (Lavender),"₹ 4,799","₹ 5,995",
CamPure Camphor / Kapur Cone (Floral Basket),"₹ 3,099","₹ 5,095",
Airwick Airwick Air Freshener Kit (Machine + Summer Delights Refill) + Airwick Freshmatic Automatic Room Freshener (Rose and Saffron) Combo,"₹ 1,599","₹ 2,495",
Airwick Airwick Air Freshener Kit (Machine + Summer Delights Refill) + Airwick Freshmatic Autospray Air Freshener Kit (Lavender & Lotus) Combo,"₹ 32,899","₹ 39,900",
Airwick Airwick Air Freshener Kit (Machine + Summer Delights Refill) + Airwick Freshmatic Air Freshener Refill (Summer Delights) Combo,"₹ 2,999","₹ 4,590",
Sani Fresh Ultrashine Toilet Cleaner - Free Odonil + Odonil Gel Pocket Mix Air Freshener Combo,₹ 499,₹ 595,
Odonil Odonil Lavender Mist Room Freshener + Odonil Citrus Fresh Room Freshener Combo,"₹ 1,399","₹ 2,490",
Odonil Gel Pocket Citrus Bloom Air Freshener,₹ 999,"₹ 1,849",
Odonil Citrus Fresh Room Freshener - Pack of 2,"₹ 1,999","₹ 3,149",
Airwick Essential Automatic Fragrance Mist Diffuser Refill (Relaxing Lavender),₹ 699,"₹ 1,445",
Odonil Odonil Citrus Fresh Room Freshener + Odonil Jasmine Fresh Room Freshener Combo,₹ 799,"₹ 1,699",
151 Hanging Wardrobe Dehumidifier (Lavender),₹ 799,"₹ 1,499",
Airwick Freshmatic Autospray Air Freshener Kit (Lemon & Orange Blossom) + Airwick Freshmatic Autospray Air Freshener Kit (Lavender & Lotus) Combo,₹ 799,"₹ 1,695",
151 Hanging Wardrobe Dehumidifier (Rose),"₹ 1,599","₹ 3,195",
151 Interior Dehumidifier (Lemon),₹ 999,"₹ 1,245",
151 Interior Dehumidifier (Vanilla),₹ 579,"₹ 1,599",
151 Interior Dehumidifier with Air Freshener,₹ 510,₹ 599,250 ml
151 Hanging Wardrobe Dehumidifier (Fresh Linen),₹ 170,₹ 180,1 set (3 pieces)
151 Interior Dehumidifier (Rose),₹ 149,₹ 192,4 x 48 g
Airwick Airwick Air Freshener (Lavender & Lotus) + Airwick Air Freshener (Rose & Saffron) + Airwick Air Freshener (Lemon & Orange Blossom) Combo,₹ 150,₹ 205,1 pack (10 g x 3 pieces)
Bingo Mad Angles Masala Madness Crisps - Pack of 3,₹ 60,,10 g
Bingo Baked No Rulz Masala Curlz Puffs - Pack of 2,₹ 52,₹ 65,10 g
Orion Turtle Spicy Devil Corn Chips - Pack of 2,₹ 199,₹ 338,
Chheda's Golden Potato Chips (Lightly Salted),₹ 276,₹ 300,225 ml
Piknik Red Hot Puffs - Pack of 4,₹ 60,,10 g
Bingo Original Style Chilli Sprinkled Potato Chips - Pack of 3,₹ 123,₹ 169,245 ml
Lay's American Style Cream & Onion Potato Chips (157 g),₹ 279,₹ 300,5 x 10 g
Crax Masala Punch Potato Chips,₹ 276,₹ 300,225 ml
Orion Turtle Sour Cream & Onion Corn Chips - Pack of 2,₹ 52,₹ 65,10 g
"Beyond Snack Kerala Sour Cream, Onion & Parsley Banana Chips - Pack of 2",₹ 154,₹ 175,3 x 10 g
Bingo Mad Angles Achaari Masti Crisps - Pack of 2,₹ 287,₹ 338,220 ml + 220 ml
Lay's India's Magic Masala Potato Chips + American Style Cream & Onion Flavour Potato Chips + Spanish Tomato Tango Flavor Potato Chips Combo,₹ 60,,10 g
Too Yumm Indian Masala Chips,₹ 99,,7.5 g
Let's Try Crunchy Soya Sticks - Pack of 2,₹ 156,₹ 169,220 ml
BRB Pudina Punch Rice Popped Chips,₹ 142,₹ 199,60 g
Kellogg's Real Almond Honey Corn Flakes + Pringles Original Potato Chips Combo,₹ 99,,7.5 g
Orion Turtle Mexican Lime Corn Chips - Pack of 2,₹ 281,₹ 330,250 ml
Pringles Original Potato Chips (134 g),₹ 60,,10 g
BRB Popped Potato Chips (Spicy Chipotle Flavour) - Pack of 3,₹ 546,₹ 600,225 ml + 1 piece
Taali Masala Mania Protein Puffs,₹ 261,₹ 330,250 ml
Snackible Dipsters Piri Piri Ragi Chips with Cheesy Jalapeno Dip,₹ 287,₹ 338,220 ml + 220 ml
Pringles Fusion Chutney Flavour Potato Chips,₹ 199,₹ 338,
Let's Try Pudina Potato Wafers,₹ 60,,10 g
Kellogg's Chocos Fills Double Chocolaty Snack Cereal + Pringles Sour Cream & Onion Potato Chips Combo,₹ 99,,7.5 g
BRB Peri Peri Rice Popped Chips - Pack of 2,₹ 255,₹ 299,180 g
Bingo Cream & Onion Potato Chips - Pack of 4,₹ 240,₹ 299,75 g
Kab's Jackpot Fiery and Crunchy Crisps,₹ 102,₹ 200,
BRB Classic Salted Rice Popped Chips - Pack of 3,₹ 255,₹ 310,4 x 72 g
Bingo Mad Angles Very Peri Peri Crisps - Pack of 2,₹ 287,₹ 338,
Bingo Mad Angles Achaari Masti Crisps + Bingo Mad Angles Very Peri Peri Crisps Combo,₹ 170,₹ 199,60 g
Crax Pasta Crunch Chinese Tadka Crisps - Pack of 3,₹ 240,₹ 299,75 g
Kab's Jackpot Cheese Balls,₹ 281,₹ 330,250 ml
BRB Popped Potato Chips (Bhel Flavour) - Pack of 3,₹ 510,₹ 599,1 pack
Kellogg's Chocos Fills Double Chocolaty Snack Cereal + Pringles Pizza Flavoured Potato Chips Combo,₹ 255,₹ 299,180 g
4700BC Hawaiian Barbeque Popped Corn Chips + - Pack of 3,₹ 287,₹ 338,220 ml + 220 ml
4700BC Cheese & Herbs Popped Corn Chips + - Pack of 3,₹ 281,₹ 330,250 ml
Too Yumm Baked Tomato Twist Rings Crisps - Buy 2 Get 1 Free,₹ 176,₹ 220,1 pack (4 x 48 g)
Orion Turtle Tangy Tomato Corn Chips,₹ 133,₹ 139,1 unit + 12 ml
Let's Try Desi Spicy Wafers,₹ 105,,
Crax Fritts Corn & Potato Stick - Pack of 3,₹ 404,₹ 425,45 g
Beyond Snack Kerala Original Style Banana Chips + Beyond Snack Kerala Peri Peri Banana Chips Combo,"₹ 1,080","₹ 1,199",20 ml
Taali Smoky Barbeque Protein Puffs,₹ 287,₹ 338,
4700BC Himalayan Salt Crunchy Corn - Pack of 2,₹ 126,₹ 139,12 ml
BRB Popped Potato Chips (Salt & Pepper Flavour) - Pack of 3,₹ 156,₹ 169,
Bikano Classic Salted Wafers,₹ 546,₹ 600,225 ml + 1 piece
Pringles Sour Cream & Onion Potato Chips (134 g),₹ 349,,7.5 ml
Bingo Mad Angles Mad Angles Achaari Masti Crisps + Mad Angles Tomato Madness Crisps + Mad Angles Masala Madness Crisps + Mad Angles Pizza Nachos Combo,₹ 89,₹ 95,70 g
Bingo Original Style Chilli Sprinkled Potato Chips + Bingo Hashtags Spicy Masala Potato Chips Combo,₹ 495,₹ 660,250 ml + 250 ml
Lay's Spanish Tomato Tango Flavor Potato Chips - Pack of 2,₹ 240,₹ 299,75 g
Taali Cheese & Herbs Protein Puffs,₹ 89,₹ 95,70 g
To Be Honest Golden Sweet Potato Chips with Peri Peri,₹ 495,₹ 660,250 ml + 250 ml
4700BC Hawaiian Barbeque Crunchy Corn - Pack of 2,₹ 249,₹ 300,1 pack (5 pieces)
Pringles Tangy Tomato Twist Potato Chips,₹ 349,,7.5 ml
Kellogg's Chocos Fills Double Chocolaty Snack Cereal + Pringles South African Peri Peri Chips Combo,₹ 791,₹ 859,225 ml
BRB Popped Potato Chips (Pasta Cheese Flavour) - Pack of 3,₹ 249,₹ 300,1 pack (5 pieces)
To Be Honest Mixed Sweet Potato with Rock Salt & Pepper Chips,₹ 995,,1 pack (5 x 60 g)
BRB Peri Peri Rice Popped Chips + BRB Pudina Punch Rice Popped Chips + BRB Classic Salted Rice Popped Chips Combo,₹ 743,₹ 929,250 ml + 250 ml
Kellogg's Chocos Fills Double Chocolaty Snack Cereal + Pringles Original Potato Chips Combo,₹ 899,"₹ 1,198",250 ml + 1 pack
Jolochip Last Chip Challenge Chips,₹ 743,₹ 929,250 ml + 250 ml
Cornitos Crusties Peri Peri Potato Puffs,₹ 294,₹ 420,1 l + 48 g + 1 pack (10 g x 3 pieces)
The Healthy Binge Moringa Jowar Chips,₹ 199,₹ 338,220 ml + 220 ml
Act II Cheese Bakes with Herbs Crisps - Buy 1 Get 1 Free,₹ 52,₹ 65,10 g
Piknik Classic Tomato Chilli Potato Chips - Pack of 3,₹ 199,₹ 338,
4700BC Salt & Truffle Popped Corn Chips + - Pack of 2,₹ 360,₹ 399,20 ml
Cornitos Crusties Dilli Chaat Chickpea Puffs,₹ 199,₹ 338,220 ml + 220 ml
Gulab Banana Chips,₹ 299,,180 g
Bingo Original Style Chilli Sprinkled Potato Chips + Bingo Baked No Rulz Masala Curlz Puffs Combo,₹ 899,"₹ 1,198",1 pack + 1 pack
The Healthy Binge Smokey BBQ Quinoa Chips,₹ 299,,180 g
Bingo Hashtags Cream and Onion Potato Chips,₹ 299,,225 g
Cornitos Taco Shells,₹ 299,,225 g
"Beyond Snack Kerala Original Style Banana Chips + Beyond Snack Kerala Sour Cream, Onion & Parsley Banana Chips Combo",₹ 299,,225 g
Kellogg's Chocos Fills Double Chocolaty Snack Cereal + Pringles Desi Masala Tadka Potato Chips Combo,₹ 299,,180 g
Cornitos Crusties Italian Cheese Potato Crisps - Pack of 2,₹ 299,,225 g
To Be Honest Purple Sweet Potato Chips with Pani Puri Masala,₹ 390,₹ 507,245 ml + 245 ml + 245 ml
Too Yumm American Style Cream & Onion Potato Chips - Pack of 2,₹ 40,₹ 50,
Tagz Beer n Barbeque Popped Potato Chips,₹ 19,₹ 25,
Crax Simply Salted Potato Chips - Pack of 2,₹ 15,₹ 20,500 g
"Beyond Snack Kerala Peri Peri Banana Chips + Beyond Snack Kerala Sour Cream, Onion & Parsley Banana Chips Combo",₹ 37,₹ 49,200 g
Crax Creamy Onion Potato Chips - Pack of 3,₹ 11,₹ 14,100 g
Bingo Street Bites Dahi Chaat Remix Crisps - Pack of 2,₹ 21,₹ 27,
The Healthy Binge Classic Cheese Amaranth Chips,₹ 27,₹ 34,250 g
"Kellogg's Double Chocolaty Fills Chocos (Crunchy Outside, Creamy Inside) + Pringles Fusion Chutney Flavour Potato Chips Combo",₹ 18,₹ 24,
Lay's Spanish Tomato Tango Potato Chips + Wingreens Farms Peri Peri Garlic Dip Combo,₹ 20,₹ 26,
Lay's Wafer Style - Salt with Pepper Potato Chips + Wingreens Farms Garlic Dip Combo,₹ 33,₹ 45,250 g - 300 g
Cornitos Crusties Lemon Chili Bean Puffs,₹ 39,₹ 49,180 g - 200 g
Natkhat Masala Wheat Puff Crisps - Pack of 2,₹ 23,₹ 29,500 g - 600 g
Lay's Classic Salted Flavor Potato Chips + Wingreens Farms Peri Peri Hummus Dip Combo,₹ 14,₹ 18,250 g
Lay's Sizzling Hot Potato Chips + Wingreens Farms Original Olive Hummus Dip Combo,₹ 28,₹ 35,250 g
Tagz Masala Trekkin Potato Chips,₹ 21,₹ 28,500 g
Bingo Mad Angles Achaari Masti Crisps + Bingo Cheese Nachos Combo,₹ 15,₹ 19,1 piece (400 g - 600 g)
Kellogg's Crunchy Granola Chocolate & Almonds Cereal + Pringles Fusion Chutney Flavour Potato Chips Combo,₹ 87,₹ 113,200 g
Nutty Yogi Ragi Snacks Crisps,₹ 17,₹ 23,500 g -600 g
"Peppy, Piknik & Senor Pepito Mix Variety Pack Crisps - Pack of 5",₹ 77,₹ 103,500 g - 700 g
Bingo Original Style Chilli Sprinkled Potato Chips + Bingo Hashtags Cream and Onion Potato Chips Combo,₹ 26,₹ 33,250 g
Lay's Classic Salted Potato Chips + Wingreens Farms Garlic Dip Combo,₹ 76,₹ 99,1 kg + 500 g + 1 kg
Lay's India's Magic Masala Potato Chips + Wingreens Farms Original Olive Hummus Dip Combo,₹ 17,₹ 22,250 g
To Be Honest Purple Sweet Potato with Pani Puri Masala Chips - Pack of 2,₹ 13,₹ 17,500 g
