name,category,subcategory,mrp,our_price,quantity,status,stock_count,productid,imageurl,createdat,updatedat,details
Dhaniya Dal : 100 gms,Grocery & Food,Fresh Produce,30,,1,,,,,,,
Chandan Regal Rose Mix : 170 gms,Fashion & Accessories,Women's Fashion,46,,1,,,,,,,
Chandan Shehanshahi Paan Mix : 130 gms,Electronics,Computers & Laptops,150,,1,,,,,,,
Chandan Super Green Mix : 170 gms,Grocery & Food,Fresh Produce,180,,1,,,,,,,
Chandan Jeera Goli : 100 gms,Fashion & Accessories,Women's Fashion,150,,1,,,,,,,
Chandan Parampara Paan Mix : 140 gms,Party & Events,Party Supplies,50,,1,,,,,,,
Chandan Fresh Minty Mix : 170 gms,Party & Events,Party Supplies,180,,1,,,,,,,
Avni Sweet Fennel : 100 gms,Pet Supplies,Cat Supplies,150,,1,,,,,,,
Avni Sheetal Mix : 100 gms,Grocery & Food,Meat & Seafood,35,,1,,,,,,,
Avni Poona Mix : 100 gms,Grocery & Food,Meat & Seafood,48,,1,,,,,,,
Avni Besan Phalli : 150 gms,Electronics,Audio Devices,42,,1,,,,,,,
Avni Suk Mukhwas : 100 gms,Smart Home,Smart Devices,50,,1,,,,,,,
Chandan Natkhat Imli : 130 gms,Smart Home,Smart Devices,55,,1,,,,,,,
Cadbury Chocobakes ChocLayered Cakes : 114 g,Grocery & Food,Bakery & Breakfast,160,,1,,,,,,,
Unibic Plum Cake : 330 gm,Grocery & Food,Bakery & Breakfast,90,,1,,,,,,,
Lotte Choco Pie Rich Cocoa : 300 gms,Grocery & Food,Bakery & Breakfast,190,,1,,,,,,,
Britannia Fruit Cake : 110 gms,Grocery & Food,Bakery & Breakfast,190,,1,,,,,,,
Britannia Gobbles Choco Chill Cake : 50 gms,Grocery & Food,Bakery & Breakfast,30,,1,,,,,,,
Modern Whole Wheat Bread : 400 gms,Grocery & Food,Bakery & Breakfast,15,,1,,,,,,,
Britannia Treat Choco Flavoured Creme Wafer Biscuit : 55 gms,Grocery & Food,Bakery & Breakfast,55,,1,,,,,,,
Modern Supreme Sandwich Bread : 400 gms,Grocery & Food,Bakery & Breakfast,50,,1,,,,,,,
Britannia Pineapple Cake : 50 gms,Grocery & Food,Bakery & Breakfast,55,,1,,,,,,,
Parle Happy Happy Vanilla Flavoured Cake : 100 gms,Grocery & Food,Bakery & Breakfast,15,,1,,,,,,,
Britannia Gobbles Chocolate Cake : 110 gms,Grocery & Food,Bakery & Breakfast,40,,1,,,,,,,
Bauli Moonfills Choco : 45 gms,Grocery & Food,Bakery & Breakfast,30,,1,,,,,,,
Britannia Breakfast Slice Bread : 450 g,Grocery & Food,Bakery & Breakfast,20,,1,,,,,,,
Britannia Brown Bread : 400 gm,Grocery & Food,Bakery & Breakfast,55,,1,,,,,,,
Bauli Moonfils Vanilla Puff Roll : 45 gms,Grocery & Food,Bakery & Breakfast,55,,1,,,,,,,
Modern Milk Plus Bread : 350 gm,Grocery & Food,Dairy & Eggs,20,,1,,,,,,,
Modern Atta Shakti Bread : 400 gm,Grocery & Food,Bakery & Breakfast,60,,1,,,,,,,
Britannia Milk Slice White Bread : 450 gms,Grocery & Food,Bakery & Breakfast,65,,1,,,,,,,
The Baker's Dozen Christmas Cake : 120 g,Grocery & Food,Bakery & Breakfast,55,,1,,,,,,,
Bauli Moonfils Combi Pack : 4x45 gms,Garden & Outdoor,Gardening,199,,1,,,,,,,
Britannia Pav Bread : 200 g,Grocery & Food,Bakery & Breakfast,80,,1,,,,,,,
Modern Plum Celebration Cake : 1 kg,Party & Events,Event Planning,30,,1,,,,,,,
Modern Plum Celebration Cake : 500 gms,Party & Events,Party Supplies,360,,1,,,,,,,
Modern Plum Celebration Cake : 330 gms,Party & Events,Party Supplies,190,,1,,,,,,,
Modern Royal Plum Cake : 650 gms,Grocery & Food,Bakery & Breakfast,130,,1,,,,,,,
Modern Royal Plum Cake : 330 gms,Grocery & Food,Bakery & Breakfast,290,,1,,,,,,,
Goeld Vegetable Spring Roll : 240 gms,Grocery & Food,Fresh Produce,180,,1,,,,,,,
Keventer Paneer Steak : 300 gm,Grocery & Food,Meat & Seafood,105,,1,,,,,,,
Keventer Paneer Double Decker : 360 gm,Smart Home,Home Automation,305,,1,,,,,,,
Keventer Frozen Crispy Onion Ring : 400 gm,Grocery & Food,Meat & Seafood,325,,1,,,,,,,
Godrej Yummiez Frozen Green Peas : 1 kg,Grocery & Food,Fresh Produce,235,,1,,,,,,,
SPT Frozen Green Peas : 1 kg,Grocery & Food,Fresh Produce,280,,1,,,,,,,
ITC Farmland Frozen Green Peas : 1 kg,Grocery & Food,Fresh Produce,299,,1,,,,,,,
Safal Sweet Corn : 500 gms,Grocery & Food,Fresh Produce,260,,1,,,,,,,
SPT Frozen Green Peas : 500 gms,Grocery & Food,Fresh Produce,100,,1,,,,,,,
ProV Select California Almonds : 1 kg,Grocery & Food,Fresh Produce,169,,1,,,,,,,
Prov Independence California Almonds : 500 gms,Grocery & Food,Fresh Produce,1349,,1,,,,,,,
Badam (Almonds) : 500 gms,Grocery & Food,Pantry Essentials,749,,1,,,,,,,
Chana Dal (Senaga pappu) : 500 gms,Smart Home,Home Automation,577,,1,,,,,,,
,Jewelry & Watches,Watches,81,,1,,,,,,,
Wonderland California Almonds : 500 gms,Grocery & Food,Bakery & Breakfast,,,1,,,,,,,
Healthy Choice Unpolished Chana Dal (Senaga pappu) : 1 kg,Sports & Fitness,Sports Accessories,725,,1,,,,,,,
Nutraj Almond : 200 gms,Grocery & Food,Fresh Produce,171,,1,,,,,,,
Happilo Californian Almonds : 500 gms,Grocery & Food,Fresh Produce,299,,1,,,,,,,
Tata Sampann 100% Organic Unpolished Chana Dal (Senaga pappu) : 1 kg,Grocery & Food,Pantry Essentials,675,,1,,,,,,,
Tenali Double Horse Chana Dall : 500 gms,Smart Home,Smart Devices,260,,1,,,,,,,
Ziofit Popular Californian Almonds : 500 gms,Grocery & Food,Fresh Produce,80,,1,,,,,,,
Organic Tattva Chana Dal : 500 gms,Grocery & Food,Fresh Produce,625,,1,,,,,,,
Happilo Roasted California Almond : 200 gms,Grocery & Food,Fresh Produce,120,,1,,,,,,,
Happilo California Natural Almonds : 200 gms,Grocery & Food,Fresh Produce,335,,1,,,,,,,
VSR Channa Dal (Senaga pappu) : 1 kg,Sports & Fitness,Sports Equipment,275,,1,,,,,,,
VSR Chana Dal (Senaga pappu) : 500 gms,Smart Home,Home Automation,168,,1,,,,,,,
Moong Dal (Pesara Pappu) : 1 kg,Pet Supplies,Other Pets,85,,1,,,,,,,
Nutraj Cashews : 500 gms,Grocery & Food,Fresh Produce,174,,1,,,,,,,
Tata Sampann Moong Dal (Pesara Pappu) : 1 kg,Grocery & Food,Pantry Essentials,699,,1,,,,,,,
Nutraj Cashew Nuts : 1 kg,Grocery & Food,Fresh Produce,215,,1,,,,,,,
Regular Kaju (Cashews) - 320 : 500 gms,Grocery & Food,Fresh Produce,1499,,1,,,,,,,
Kalbavi Popular Cashews : 500 gms,Grocery & Food,Fresh Produce,724,,1,,,,,,,
Moong Dal Chilti (Pesara Pappu) : 1 kg,Pet Supplies,Other Pets,649,,1,,,,,,,
ProV Select Cashews : 500 gms,Grocery & Food,Fresh Produce,177,,1,,,,,,,
Kaju Tukda (Cashews) : 200 gms,Grocery & Food,Fresh Produce,849,,1,,,,,,,
Tata Sampann Moong Chilka (Pesara Pappu) : 500 gms,Home & Living,Kitchen & Dining,376,,1,,,,,,,
Healthy Choice Unpolished Moong Dal (Pesara Pappu) : 1 kg,Pet Supplies,Other Pets,99,,1,,,,,,,
Tata Sampann Unpolished Green Moong (Pesara Pappu) : 500 gms,Garden & Outdoor,Gardening,195,,1,,,,,,,
Wonderland Cashews : 500 gms,Smart Home,Home Automation,98,,1,,,,,,,
Kalbavi Cashews (Kaju) : 500 gms,Grocery & Food,Fresh Produce,770,,1,,,,,,,
Happilo Whole Cashew Nuts : 500 gms,Grocery & Food,Fresh Produce,699,,1,,,,,,,
Tata Sampann 100% Organic Unpolished Moong Dal (Pesara Pappu) : 1 kg,Grocery & Food,Pantry Essentials,995,,1,,,,,,,
Organic Tattva Moong Dal Yellow Split : 1 kg,Grocery & Food,Pantry Essentials,290,,1,,,,,,,
Kaju (Cashews) - 210 : 200 gms,Grocery & Food,Fresh Produce,310,,1,,,,,,,
Organic Tattva Moong Dal Whole : 500 gms,Grocery & Food,Fresh Produce,452,,1,,,,,,,
24 Mantra Organic Moong Dal (Pesara Pappu) : 500 gms,Garden & Outdoor,Gardening,145,,1,,,,,,,
Tenali Double Horse Moong Dall : 500 gms,Smart Home,Smart Devices,170,,1,,,,,,,
Happilo Roasted Cashew Nuts : 200 gms,Grocery & Food,Bakery & Breakfast,85,,1,,,,,,,
VSR Moong Dal (Pesara Pappu) : 500 gms,Fashion & Accessories,Women's Fashion,465,,1,,,,,,,
Pro Nature 100% Organic Moong Yellow : 500 gm,Smart Home,Smart Devices,110,,1,,,,,,,
Tata Sampann Toor Dal (Kandi Pappu) : 1 kg,Grocery & Food,Pantry Essentials,158,,1,,,,,,,
Nutraj Pista : 400 gms,Grocery & Food,Fresh Produce,276,,1,,,,,,,
Tata Sampann 100% Organic Unpolished Toor Dal (Kandi Pappu) : 1 kg,Grocery & Food,Pantry Essentials,699,,1,,,,,,,
ProV Select California Roasted & Salted Pistachios : 400 gms,Grocery & Food,Fresh Produce,370,,1,,,,,,,
Organic Tattva Arhar Tur Dal : 1 kg,Grocery & Food,Fresh Produce,799,,1,,,,,,,
Pista Plain (Pistachios) : 100 gms,Grocery & Food,Fresh Produce,365,,1,,,,,,,
Parry's Toor Dal Unpolished : 1 kg,Grocery & Food,Meat & Seafood,333,,1,,,,,,,
Tenali Double Horse Toor Dall : 1 kgs,Grocery & Food,Meat & Seafood,280,,1,,,,,,,
Nutraj California Pistachios (Pista) : 200 gms,Grocery & Food,Fresh Produce,275,,1,,,,,,,
Nutrela Soya Mini Chunks : 200 gms,Grocery & Food,Fresh Produce,379,,1,,,,,,,
VSR Toor Dal : 2 kgs,Grocery & Food,Meat & Seafood,60,,1,,,,,,,
Saffola Mealmaker Soya Chunks : 400 gms,Grocery & Food,Fresh Produce,480,,1,,,,,,,
VSR Toor Dal : 1 kg,Grocery & Food,Meat & Seafood,150,,1,,,,,,,
Nutrela Soya Chunks : 200 gms,Grocery & Food,Fresh Produce,245,,1,,,,,,,
Nutraj Iranian Pistachios (Pista) : 200 gms,Grocery & Food,Fresh Produce,60,,1,,,,,,,
Nutrela Soya Granules : 200 gms,Grocery & Food,Fresh Produce,449,,1,,,,,,,
24 Mantra Organic Tur Dal (Kandi Pappu) : 500 gms,Grocery & Food,Fresh Produce,60,,1,,,,,,,
Prov Select California Pistachio Roasted & Salted : 750 g,Grocery & Food,Fresh Produce,180,,1,,,,,,,
Nutrela Soya Chunks: 1 kg,Grocery & Food,Fresh Produce,1499,,1,,,,,,,
Pro Nature Tur Dal Unpolished : 500 g,Garden & Outdoor,Gardening,210,,1,,,,,,,
Tata Sampann Urad Dal (Minapa pappu) : 1 kg,Grocery & Food,Pantry Essentials,176,,1,,,,,,,
Tenali Double Horse Urad Dal (Minapa Pappu) : 1 kg,Pet Supplies,Other Pets,249,,1,,,,,,,
Nutraj Arabian Dates : 500 gms,Grocery & Food,Fresh Produce,190,,1,,,,,,,
Udid Dal Chilti (Minapa pappu) : 500 gms,Fashion & Accessories,Kids' Fashion,199,,1,,,,,,,
Shamim Iranian Wet Dates : 400 gms,Sports & Fitness,Sports Accessories,105,,1,,,,,,,
Date Crown Fard (Khajur) : 500 gms,Fashion & Accessories,Footwear,210,,1,,,,,,,
Kimia Seeded Dates : 400 gms,Garden & Outdoor,Gardening,315,,1,,,,,,,
Organic Tattva Kabuli Chana : 500 gms,Grocery & Food,Fresh Produce,310,,1,,,,,,,
Nutraj Kimia Dates : 400 gm,Grocery & Food,Fresh Produce,199,,1,,,,,,,
Date Crown Khenaizi (Khajur) : 500 gms,Fashion & Accessories,Footwear,399,,1,,,,,,,
Red Dried Dates (Kharik) : 100 gms,Grocery & Food,Fresh Produce,279,,1,,,,,,,
Nutraj Kalmi Dates (Safawi) : 500 gms,Grocery & Food,Fresh Produce,89,,1,,,,,,,
Vijayalakshmi Deer Urad Dal (Minapa pappu) : 1 kg,Pet Supplies,Other Pets,749,,1,,,,,,,
Lion Deseeded Dates (Khajur) : 500 gms,Grocery & Food,Fresh Produce,198,,1,,,,,,,
Royal Crown Arabian Delight Luxury Dates : 500 gm,Party & Events,Event Planning,40,,1,,,,,,,
Nutraj Dry Dates (Yellow) Chuara-Kharek Pouch : 500 gms,Grocery & Food,Fresh Produce,145,,1,,,,,,,
Date Crown Kalmi Safawi Dates : 500 gms,Grocery & Food,Fresh Produce,270,,1,,,,,,,
Date Crown Bumaan Dates : 500 gms,Fashion & Accessories,Footwear,299,,1,,,,,,,
Organic Tattva Urad Dal Whole White : 500 gms,Grocery & Food,Fresh Produce,400,,1,,,,,,,
Emperor Dates Iranian Muzafati : 400 gms,Fashion & Accessories,Footwear,155,,1,,,,,,,
Emperor Royal Peacock Seeded Dates (Khajur) : 500 gms,Grocery & Food,Fresh Produce,175,,1,,,,,,,
Parry's Urad Dal Whole : 1 kg,Pet Supplies,Other Pets,200,,1,,,,,,,
Apis Classic Dates : 500 gms,Electronics,Audio Devices,130,,1,,,,,,,
Tenali Double Horse Urad Dal (Minapa Pappu) : 500 gm,Pet Supplies,Other Pets,210,,1,,,,,,,
Emperor Dates - Deseeded Dates : 500 gms,Fashion & Accessories,Footwear,180,,1,,,,,,,
Gulf Finest Classic Dates : 500 gm,Fashion & Accessories,Women's Fashion,98,,1,,,,,,,
Emperor Dates - Dates with Seed : 500 gms,Fashion & Accessories,Footwear,150,,1,,,,,,,
Lion Layina Seeded Dates : 500 gms,Grocery & Food,Fresh Produce,162,,1,,,,,,,
Organic Tattva Urad Dal White Split : 500 gms,Grocery & Food,Fresh Produce,110,,1,,,,,,,
Royal Crown Hand Picked Mazafati Dates : 500 gm,Fashion & Accessories,Footwear,114,,1,,,,,,,
VSR Urad Wash Gota (Minapa pappu) : 1 kg,Sports & Fitness,Sports Equipment,170,,1,,,,,,,
Gulf Zahidi Dates : 500 gm,Grocery & Food,Fresh Produce,261,,1,,,,,,,
Ziofit Clasic Seedless Sultan Dates : 500 gms,Grocery & Food,Fresh Produce,209,,1,,,,,,,
VSR Urad Dal (Minapa pappu) : 1 kg,Fashion & Accessories,Footwear,162,,1,,,,,,,
24 Mantra Organic Urad Dal White Whole (Minapa pappu) : 500 gms,Garden & Outdoor,Gardening,265,,1,,,,,,,
Pro Nature 100% Organic Kabuli Chana : 500 gm,Grocery & Food,Fresh Produce,202,,1,,,,,,,
Apis Deseeded Dates : 500 gms,Grocery & Food,Bakery & Breakfast,175,,1,,,,,,,
Apis Arabian Pearls Fard Dates : 500 gms,Jewelry & Watches,Fine Jewelry,196,,1,,,,,,,
VSR Urad Dal (Minapa pappu) : 500 gms,Fashion & Accessories,Kids' Fashion,145,,1,,,,,,,
24 Mantra Organic Urad Black Dal Whole (Minapa pappu) : 500 gms,Garden & Outdoor,Gardening,249,,1,,,,,,,
24 Mantra Organic Urad Dal White Split (Minapa pappu) : 500 gms,Garden & Outdoor,Gardening,98,,1,,,,,,,
Apis Select Dates : 500 gms,Electronics,Computers & Laptops,175,,1,,,,,,,
Tenali Double Horse Black Gram Rounds : 1 kg,Jewelry & Watches,Fine Jewelry,175,,1,,,,,,,
Lion Dates : 500 gms,Electronics,Computers & Laptops,299,,1,,,,,,,
Mahafruit Long Seedless Kishmish : 500 gms,Fashion & Accessories,Footwear,170,,1,,,,,,,
Happilo Afghani Seedless Black Raisins : 250 gms,Garden & Outdoor,Gardening,136,,1,,,,,,,
Happilo Seedless Green Raisins : 250 gms,Grocery & Food,Fresh Produce,199,,1,,,,,,,
Pro Nature 100% Organic Kala Channa : 500 gm,Grocery & Food,Fresh Produce,315,,1,,,,,,,
Organic Tattva Masoor Malka Split : 500 gms,Grocery & Food,Fresh Produce,165,,1,,,,,,,
Nutraj Daily Walnut Kernels : 500 gms,Grocery & Food,Pantry Essentials,119,,1,,,,,,,
Tenali Double Horse Urad Gota : 1 kg,Jewelry & Watches,Fine Jewelry,140,,1,,,,,,,
Daliya: 500 gm,Grocery & Food,Pantry Essentials,899,,1,,,,,,,
Nutraj California Walnut Kernels (Akrod Magaj) : 250 gms,Grocery & Food,Fresh Produce,215,,1,,,,,,,
Nutraj California Whole Walnut (Akrod) : 1 kg,Grocery & Food,Pantry Essentials,110,,1,,,,,,,
Nutraj Kashmir Walnut Kernels : 250 gms,Grocery & Food,Pantry Essentials,499,,1,,,,,,,
Ziofit California Walnut Kernels : 200 gms,Garden & Outdoor,Gardening,999,,1,,,,,,,
Pro Nature 100% Organic Daliya (Broken Wheat) : 500 gm,Grocery & Food,Fresh Produce,399,,1,,,,,,,
Pro Nature Organic Urad Black Whole : 500 g,Grocery & Food,Fresh Produce,585,,1,,,,,,,
Mix Dal : 1 kg,Grocery & Food,Meat & Seafood,72,,1,,,,,,,
Farmley Panchmeva Mix Dryfruit : 425 gm,Grocery & Food,Dairy & Eggs,149,,1,,,,,,,
Farmley Seed Mix : 200 g,Garden & Outdoor,Gardening,200,,1,,,,,,,
Happilo Healthy Nutmix : 350 gms,Grocery & Food,Fresh Produce,599,,1,,,,,,,
Farmley Himalayan Salted Makhana Jar : 83 gms,Garden & Outdoor,Gardening,349,,1,,,,,,,
Farmley Peri Peri Makhana Jar : 83 gms,Garden & Outdoor,Gardening,229,,1,,,,,,,
Farmley Cream & Onion Makhana Jar : 83 gms,Grocery & Food,Dairy & Eggs,499,,1,,,,,,,
Mix Pulse (Sprout) : 500 gms,Grocery & Food,Fresh Produce,349,,1,,,,,,,
Farmley Minty Pudina Makhana Jar : 83 gms,Garden & Outdoor,Gardening,599,,1,,,,,,,
Khetika Naturale Raw Makhana : 250 g,Grocery & Food,Fresh Produce,595,,1,,,,,,,
Nutraj Dried Figs (Anjeer) : 500 gms,Grocery & Food,Fresh Produce,259,,1,,,,,,,
Healthy Crunch Anjeer (Figs) : 250 gms,Grocery & Food,Fresh Produce,259,,1,,,,,,,
Organic Tattva Groundnuts (Peanuts) : 500 gms,Grocery & Food,Bakery & Breakfast,259,,1,,,,,,,
VSR Raw Peanut (Veru Senega/Palleelu) : 1 kg,Grocery & Food,Fresh Produce,95,,1,,,,,,,
VSR Raw Peanut (Veru Senega/Palleelu) : 500 gms,Grocery & Food,Fresh Produce,259,,1,,,,,,,
Pro Nature Organic Raw Peanuts : 1 kg,Grocery & Food,Fresh Produce,259,,1,,,,,,,
Pro Nature 100% Organic Raw Peanuts : 500 gm,Grocery & Food,Fresh Produce,449,,1,,,,,,,
Jaggery : 900 gms,Smart Home,Smart Devices,899,,1,,,,,,,
Keshar Natural Jaggery Jar : 800 gms,Garden & Outdoor,Gardening,375,,1,,,,,,,
Cassia Taj (Dalchina chekka) : 100 gms,Grocery & Food,Fresh Produce,185,,1,,,,,,,
Mamra - Puffed Rice (Murmuralu) : 500 gms,Grocery & Food,Pantry Essentials,238,,1,,,,,,,
Priya Sunflower Oil : 5 Litres,Garden & Outdoor,Gardening,120,,1,,,,,,,
Gold Drop Refined Sunflower Oil (2 L) : 1.820 kg,Grocery & Food,Dairy & Eggs,336,,1,,,,,,,
Gold Drop Refined Sunflower Oil Tin (15 L),Garden & Outdoor,Gardening,174,,1,,,,,,,
RRO Primio Refined Groundnut Oil : 5 Litres,Grocery & Food,Dairy & Eggs,90,,1,,,,,,,
Gramiyaa Wood Cold Pressed Groundnut Oil (1 L) : 910 g,Fashion & Accessories,Footwear,125,,1,,,,,,,
Vijaya Groundnut Oil : 1 Litre,Grocery & Food,Dairy & Eggs,93,,1,,,,,,,
Tata Simply Better Cold Pressed Groundnut Oil : 1 L,Fashion & Accessories,Footwear,60,,1,,,,,,,
Freedom Groundnut Oil : 1 Litre,Grocery & Food,Dairy & Eggs,1010,,1,,,,,,,
Gramiyaa Wood Cold Pressed Coconut Oil : 500 ml,Grocery & Food,Pantry Essentials,350,,1,,,,,,,
As Brand Filtered Groundnut Oil : 1 Litre,Grocery & Food,Dairy & Eggs,,,1,,,,,,,
Saffola Gold Oil (1 L) : 910 g,Grocery & Food,Pantry Essentials,1275,,1,,,,,,,
Saffola Active Oil (15 L) : 13.650 kg,Grocery & Food,Pantry Essentials,490,,1,,,,,,,
Saffola Tasty Oil : 1 Litre,Grocery & Food,Dairy & Eggs,173,,1,,,,,,,
Sundrop Heart Oil : 5 Litres,Sports & Fitness,Sports Accessories,500,,1,,,,,,,
Freedom Rice Bran Oil : 1 Litre,Grocery & Food,Pantry Essentials,215,,1,,,,,,,
Healthy Heart Refined Rice Bran Oil : 910 gms,Grocery & Food,Pantry Essentials,310,,1,,,,,,,
Priya Rice Rich Rice Bran Oil : 1 Litre,Grocery & Food,Pantry Essentials,180,,1,,,,,,,
Vijaya Ricebran Oil : 1 Litre,Grocery & Food,Pantry Essentials,197,,1,,,,,,,
Patanjali Kachi Ghani Mustard Oil (1 L) : 910 g,Fashion & Accessories,Footwear,2955,,1,,,,,,,
Fortune Kachi Ghani Mustard Oil Bottle (1 L) : 910 g,Fashion & Accessories,Footwear,187,,1,,,,,,,
Tez Mustard Kachchi Ghani Oil Bottle (1 L) : 910 g,Fashion & Accessories,Footwear,1265,,1,,,,,,,
Tata Simply Better Cold Pressed Mustard Oil : 1 L,Grocery & Food,Pantry Essentials,194,,1,,,,,,,
Gramiyaa Wood Cold Pressed Mustard Oil : 1 Litre,Grocery & Food,Pantry Essentials,185,,1,,,,,,,
Dabur Cold Pressed Mustard Oil : 910 g,Personal Care,Beauty & Grooming,210,,1,,,,,,,
Ruchi Gold Refined Palmolein Oil : 850 gm,Fashion & Accessories,Footwear,161,,1,,,,,,,
Borges Olive Oil For Indian Cooking (2 L) : 1.832 kg,Grocery & Food,Pantry Essentials,190,,1,,,,,,,
Tilsona Til Oil Bottle (1 L) : 915 g,Grocery & Food,Pantry Essentials,225,,1,,,,,,,
RRO Til Dil Til Oil Bottle : 1 Litre,Sports & Fitness,Sports Accessories,230,,1,,,,,,,
Idhayam Gingelly Oil (1 L) : 914 g,Jewelry & Watches,Fine Jewelry,350,,1,,,,,,,
KLF Coconad 100% Edible Coconut Oil (1 L) : 912 g,Grocery & Food,Pantry Essentials,490,,1,,,,,,,
Borges Extra Virgin Olive Oil (1 L) : 916 g,Grocery & Food,Pantry Essentials,310,,1,,,,,,,
Figaro Olive Oil Tin (200 ml) : 182 g,Grocery & Food,Pantry Essentials,177,,1,,,,,,,
Figaro Extra Virgin Olive Oil Bottle (250 ml) : 228 g,Sports & Fitness,Sports Accessories,4200,,1,,,,,,,
Pooja Branded Gingelly Oil : 1 Litre,Grocery & Food,Dairy & Eggs,435,,1,,,,,,,
As Brand Gingelly Oil : 1 Litre,Sports & Fitness,Sports Accessories,415,,1,,,,,,,
Tata Simply Better Cold Pressed Sesame Oil : 1 L,Grocery & Food,Pantry Essentials,477,,1,,,,,,,
Vijaya Palm Oil : 1 Litre,Grocery & Food,Pantry Essentials,375,,1,,,,,,,
First Klass Refined Palmolein Oil : 850 gms,Grocery & Food,Dairy & Eggs,2300,,1,,,,,,,
KLF Nirmal Coconut Oil Jar : 1 Litre,Grocery & Food,Pantry Essentials,474,,1,,,,,,,
Nirmal Virgin Cold Pressed Edible Coconut Oil : 500 ml,Grocery & Food,Pantry Essentials,599,,1,,,,,,,
Cesar Olive Pomace Oil : 1 Litre,Grocery & Food,Pantry Essentials,270,,1,,,,,,,
Nirmal Virgin Cold Pressed Edible Coconut Oil : 250 ml,Grocery & Food,Pantry Essentials,479,,1,,,,,,,
Cesar Olive Pomace Oil : 5 Litres,Grocery & Food,Fresh Produce,649,,1,,,,,,,
Patanjali Cow Ghee (Neyyi) : 1 Litre,Grocery & Food,Pantry Essentials,167,,1,,,,,,,
Milky Mist Ghee Pouch (1 L) : 910 g,Fashion & Accessories,Bags & Accessories,174,,1,,,,,,,
Dodla Pure Cow Ghee (Neyyi) : 1 Litre,Grocery & Food,Meat & Seafood,430,,1,,,,,,,
Gits Cow Ghee Jar : 181 g,Pet Supplies,Other Pets,420,,1,,,,,,,
Amul High Aroma Cow Ghee Tin (Neyyi) : 1 Litre,Grocery & Food,Dairy & Eggs,1000,,1,,,,,,,
Godrej Jersey Cow Ghee Pouch (Neyyi) : 1 Litre,Pet Supplies,Other Pets,240,,1,,,,,,,
Haribol Desi Cow A2 Ghee (Neyyi) : 225 ml,Grocery & Food,Meat & Seafood,4600,,1,,,,,,,
Organic India Organic Cow Ghee : 500 ml,Grocery & Food,Fresh Produce,720,,1,,,,,,,
Milky Mist Cow Ghee : 1 Litre,Grocery & Food,Meat & Seafood,729,,1,,,,,,,
Vijaya Pure Cow Ghee (Neyyi) : 1 Litre,Grocery & Food,Pantry Essentials,760,,1,,,,,,,
Godrej Jersey Cow Ghee Jar (Neyyi) : 1 Litre,Grocery & Food,Meat & Seafood,169,,1,,,,,,,
Gits Cow Ghee Pouch : 905 g,Pet Supplies,Other Pets,705,,1,,,,,,,
HariBol Desi Gir Cow Ghee : 902 g,Grocery & Food,Meat & Seafood,779,,1,,,,,,,
Amul Pure Ghee Pouch (Neyyi) : 1 Litre,Sports & Fitness,Sports Accessories,495,,1,,,,,,,
Amul Ghee Refill (Neyyi) : 1 Litre,Sports & Fitness,Sports Accessories,849,,1,,,,,,,
GRB Ghee (Neyyi) : 500 ml,Sports & Fitness,Sports Accessories,829,,1,,,,,,,
Vijaya Pure Ghee Pouch (Neyyi) : 1 Litre,Sports & Fitness,Sports Accessories,690,,1,,,,,,,
Durga Fresh & Pure Ghee (Neyyi) : 500 ml,Grocery & Food,Pantry Essentials,799,,1,,,,,,,
Durga Ghee (Neyyi) : 1 Litre,Sports & Fitness,Sports Accessories,699,,1,,,,,,,
Creamline Jersey Ghee (Neyyi) : 1 Litre,Sports & Fitness,Sports Accessories,2090,,1,,,,,,,
Dodla Ghee Jar (Neyyi) : 200 ml,Industrial & Scientific,Lab & Scientific,635,,1,,,,,,,
Aashirvaad Superior MP Atta (Godhuma pindi) : 10 kgs,Sports & Fitness,Sports Accessories,635,,1,,,,,,,
Patanjali Whole Wheat Atta (Godhuma pindi) : 10 kgs,Grocery & Food,Fresh Produce,425,,1,,,,,,,
Wheat Flour Chakki Atta : 10 kgs,Grocery & Food,Bakery & Breakfast,419,,1,,,,,,,
Pillsbury Multi Grain Atta (Godhuma Pindi) : 5 kgs,Grocery & Food,Bakery & Breakfast,690,,1,,,,,,,
Wheat Flour Chakki Atta (Godhuma pindi) : 5 kgs,Grocery & Food,Bakery & Breakfast,408,,1,,,,,,,
Pillsbury Sharbati Wheat Gold Atta : 5 kg,Grocery & Food,Bakery & Breakfast,790,,1,,,,,,,
Organic Tattva Organic Wheat Flour : 5 kgs,Grocery & Food,Fresh Produce,779,,1,,,,,,,
Aashirvaad Organic Whole Wheat Atta : 5 kgs,Grocery & Food,Fresh Produce,180,,1,,,,,,,
Patanjali Whole Wheat Atta (Godhuma pindi) : 5 kgs,Grocery & Food,Fresh Produce,638,,1,,,,,,,
Aashirvaad Sugar Release Control Atta (Godhuma pindi) : 5 kgs,Grocery & Food,Fresh Produce,600,,1,,,,,,,
Srivari Whole Wheat Chakki Fresh Atta : 5 kg,Grocery & Food,Fresh Produce,500,,1,,,,,,,
Pillsbury Wheat Atta (Godhuma pindi) : 2 kgs,Grocery & Food,Bakery & Breakfast,394,,1,,,,,,,
24 Mantra Organic Whole Wheat Atta : 5 kgs,Grocery & Food,Fresh Produce,250,,1,,,,,,,
